text,label,clean_text
Government just sent trucks to Iyana Ipaja. Thank God things are improving. 🙏,positive,government sent truck iyana ipaja thank god thing improving
It rained heavily in Lekki. #Lagos #rain,neutral,rained heavily lekki lagos rain
LASEMA is finally on ground at Iyana Ipaja. Thank God things are improving. 🙏,positive,lasema finally ground iyana ipaja thank god thing improving
Flood reported in parts of Ajah. #Lagos #rain,neutral,flood reported part ajah lagos rain
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
It rained heavily in Agege. #Lagos #rain,neutral,rained heavily agege lagos rain
People are trapped in their houses in Ajah. #LagosFlood #flood,negative,people trapped house ajah lagosflood flood
LASEMA is finally on ground at Ikorodu. Thank God things are improving. 🙏,positive,lasema finally ground ikorodu thank god thing improving
Flood reported in parts of Lekki. #Lagos #rain,neutral,flood reported part lekki lagos rain
NEMA where una dey for Ikeja o. This Lagos flood no be small thing.,negative,nema ikeja lagos flood serious
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Water is going down gradually in Ajah. Thank God things are improving. 🙏,positive,water going gradually ajah thank god thing improving
we need help abeg for Yaba o. This Lagos flood no be small thing.,negative,need help please yaba lagos flood serious
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
we need help abeg for Victoria Island o. This Lagos flood no be small thing.,negative,need help please victoria island lagos flood serious
Flood reported in parts of Agege. #Lagos #rain,neutral,flood reported part agege lagos rain
Government just sent trucks to Surulere. Thank God things are improving. 🙏,positive,government sent truck surulere thank god thing improving
LASEMA is finally on ground at Iyana Ipaja. Thank God things are improving. 🙏,positive,lasema finally ground iyana ipaja thank god thing improving
The drainage has totally failed in Victoria Island. #LagosFlood #flood,negative,drainage totally failed victoria island lagosflood flood
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Water is going down gradually in Ikorodu. Thank God things are improving. 🙏,positive,water going gradually ikorodu thank god thing improving
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
Traffic is slow because of water on the road in Ikorodu. #Lagos #rain,neutral,traffic slow water road ikorodu lagos rain
Water is going down gradually in Surulere. Thank God things are improving. 🙏,positive,water going gradually surulere thank god thing improving
Update: water level rising in Ikeja. #Lagos #rain,neutral,update water level rising ikeja lagos rain
My street is completely flooded in Ikeja. #LagosFlood #flood,negative,street completely flooded ikeja lagosflood flood
Flood reported in parts of Surulere. #Lagos #rain,neutral,flood reported part surulere lagos rain
People are trapped in their houses in Agege. #LagosFlood #flood,negative,people trapped house agege lagosflood flood
Flood reported in parts of Ikorodu. #Lagos #rain,neutral,flood reported part ikorodu lagos rain
No rescue team yet in Iyana Ipaja. #LagosFlood #flood,negative,rescue team yet iyana ipaja lagosflood flood
This flood is getting worse in Ajah. #LagosFlood #flood,negative,flood getting worse ajah lagosflood flood
Serious downpour this morning around Surulere. #Lagos #rain,neutral,serious downpour morning around surulere lagos rain
Traffic is slow because of water on the road in Surulere. #Lagos #rain,neutral,traffic slow water road surulere lagos rain
Traffic is slow because of water on the road in Agege. #Lagos #rain,neutral,traffic slow water road agege lagos rain
Government just sent trucks to Agege. Thank God things are improving. 🙏,positive,government sent truck agege thank god thing improving
The drainage has totally failed in Iyana Ipaja. #LagosFlood #flood,negative,drainage totally failed iyana ipaja lagosflood flood
People are trapped in their houses in Yaba. #LagosFlood #flood,negative,people trapped house yaba lagosflood flood
Traffic is slow because of water on the road in Agege. #Lagos #rain,neutral,traffic slow water road agege lagos rain
Cars are stuck in the water in Ajah. #LagosFlood #flood,negative,car stuck water ajah lagosflood flood
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
My street is completely flooded in Lekki. #LagosFlood #flood,negative,street completely flooded lekki lagosflood flood
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
Update: water level rising in Ikeja. #Lagos #rain,neutral,update water level rising ikeja lagos rain
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
Serious downpour this morning around Ajah. #Lagos #rain,neutral,serious downpour morning around ajah lagos rain
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Flood reported in parts of Surulere. #Lagos #rain,neutral,flood reported part surulere lagos rain
Serious downpour this morning around Iyana Ipaja. #Lagos #rain,neutral,serious downpour morning around iyana ipaja lagos rain
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
Rescue teams just arrived at Victoria Island. Thank God things are improving. 🙏,positive,rescue team arrived victoria island thank god thing improving
Traffic is slow because of water on the road in Victoria Island. #Lagos #rain,neutral,traffic slow water road victoria island lagos rain
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
It rained heavily in Iyana Ipaja. #Lagos #rain,neutral,rained heavily iyana ipaja lagos rain
Serious downpour this morning around Lekki. #Lagos #rain,neutral,serious downpour morning around lekki lagos rain
Water is going down gradually in Ikeja. Thank God things are improving. 🙏,positive,water going gradually ikeja thank god thing improving
Traffic is slow because of water on the road in Ikorodu. #Lagos #rain,neutral,traffic slow water road ikorodu lagos rain
LASEMA is finally on ground at Agege. Thank God things are improving. 🙏,positive,lasema finally ground agege thank god thing improving
we need help abeg for Agege o. This Lagos flood no be small thing.,negative,need help please agege lagos flood serious
LASEMA is finally on ground at Yaba. Thank God things are improving. 🙏,positive,lasema finally ground yaba thank god thing improving
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
Update: water level rising in Victoria Island. #Lagos #rain,neutral,update water level rising victoria island lagos rain
Water is going down gradually in Victoria Island. Thank God things are improving. 🙏,positive,water going gradually victoria island thank god thing improving
No rescue team yet in Victoria Island. #LagosFlood #flood,negative,rescue team yet victoria island lagosflood flood
road don block finish for Ikorodu o. This Lagos flood no be small thing.,negative,road already block finish ikorodu lagos flood serious
Government just sent trucks to Surulere. Thank God things are improving. 🙏,positive,government sent truck surulere thank god thing improving
Cars are stuck in the water in Surulere. #LagosFlood #flood,negative,car stuck water surulere lagosflood flood
road don block finish for Iyana Ipaja o. This Lagos flood no be small thing.,negative,road already block finish iyana ipaja lagos flood serious
People are trapped in their houses in Ikeja. #LagosFlood #flood,negative,people trapped house ikeja lagosflood flood
No rescue team yet in Surulere. #LagosFlood #flood,negative,rescue team yet surulere lagosflood flood
no motor fit pass for Surulere o. This Lagos flood no be small thing.,negative,motor fit pas surulere lagos flood serious
